Equation, Degree, Coefficients, Number of points, Epsilon, Connected components
-41*u**3 - 33*v**3 - 19*w**2 - 4,3,93.0,750,0.2,153
-41*u**3 - 33*v**3 - 19*w**2 - 4,3,93.0,750,0.15,194
-41*u**3 - 33*v**3 - 19*w**2 - 4,3,93.0,750,0.1,223
-41*u**3 - 33*v**3 - 19*w**2 - 4,3,93.0,1000,0.3,148
-41*u**3 - 33*v**3 - 19*w**2 - 4,3,93.0,1000,0.25,156
-41*u**3 - 33*v**3 - 19*w**2 - 4,3,93.0,1000,0.2,176
-41*u**3 - 33*v**3 - 19*w**2 - 4,3,93.0,1000,0.15,201
-41*u**3 - 33*v**3 - 19*w**2 - 4,3,93.0,1000,0.1,299
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,250,0.3,1
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,250,0.25,1
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,250,0.2,2
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,250,0.15,1
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,250,0.1,3
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,500,0.25,1
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,500,0.2,3
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,500,0.15,1
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,500,0.1,1
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,750,0.3,2
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,750,0.2,1
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,750,0.15,3
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,750,0.1,5
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,1000,0.3,2
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,1000,0.25,5
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,1000,0.2,3
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,1000,0.15,1
u**6 + 46*u**3*v**3 - 12*u**3*w**2 - 2*u**3 + 529*v**6 - 276*v**3*w**2 - 46*v**3 + 36*w**4 + 12*w**2 + 1,6,960.0,1000,0.1,1
26*u**2 - 9*v**2 + 49*w**3 - 1,3,84.0,250,0.3,54
26*u**2 - 9*v**2 + 49*w**3 - 1,3,84.0,250,0.25,55
26*u**2 - 9*v**2 + 49*w**3 - 1,3,84.0,250,0.2,68
26*u**2 - 9*v**2 + 49*w**3 - 1,3,84.0,750,0.25,156
26*u**2 - 9*v**2 + 49*w**3 - 1,3,84.0,750,0.1,185
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,250,0.3,6
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,250,0.25,7
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,250,0.2,11
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,250,0.15,13
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,250,0.1,27
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,500,0.3,9
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,500,0.2,18
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,500,0.15,22
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,500,0.1,36
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,750,0.3,10
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,750,0.25,12
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,750,0.2,19
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,750,0.15,18
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,1000,0.3,6
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,1000,0.25,8
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,1000,0.2,23
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,1000,0.15,25
-42*u**3 - 28*v**3 - 31*w**3 + 1,3,101.0,1000,0.1,40
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,250,0.3,132
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,250,0.25,130
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,250,0.2,169
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,250,0.15,154
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,250,0.1,179
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,500,0.3,209
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,500,0.25,248
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,500,0.2,259
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,500,0.15,265
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,750,0.3,310
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,750,0.25,341
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,750,0.2,366
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,750,0.15,412
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,750,0.1,447
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,1000,0.3,393
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,1000,0.25,432
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,1000,0.15,523
-28*u**3 + v**3 + 40*w**2 + 3,3,69.0,1000,0.1,584
1089*u**6 - 1782*u**3*v**2 - 3234*u**3*w**2 + 198*u**3 + 729*v**4 + 2646*v**2*w**2 - 162*v**2 + 2401*w**4 - 294*w**2 + 9,6,12535.0,250,0.3,1
1089*u**6 - 1782*u**3*v**2 - 3234*u**3*w**2 + 198*u**3 + 729*v**4 + 2646*v**2*w**2 - 162*v**2 + 2401*w**4 - 294*w**2 + 9,6,12535.0,250,0.25,3
1089*u**6 - 1782*u**3*v**2 - 3234*u**3*w**2 + 198*u**3 + 729*v**4 + 2646*v**2*w**2 - 162*v**2 + 2401*w**4 - 294*w**2 + 9,6,12535.0,250,0.2,1
1089*u**6 - 1782*u**3*v**2 - 3234*u**3*w**2 + 198*u**3 + 729*v**4 + 2646*v**2*w**2 - 162*v**2 + 2401*w**4 - 294*w**2 + 9,6,12535.0,250,0.15,2
1089*u**6 - 1782*u**3*v**2 - 3234*u**3*w**2 + 198*u**3 + 729*v**4 + 2646*v**2*w**2 - 162*v**2 + 2401*w**4 - 294*w**2 + 9,6,12535.0,500,0.3,3
1089*u**6 - 1782*u**3*v**2 - 3234*u**3*w**2 + 198*u**3 + 729*v**4 + 2646*v**2*w**2 - 162*v**2 + 2401*w**4 - 294*w**2 + 9,6,12535.0,500,0.25,4
1089*u**6 - 1782*u**3*v**2 - 3234*u**3*w**2 + 198*u**3 + 729*v**4 + 2646*v**2*w**2 - 162*v**2 + 2401*w**4 - 294*w**2 + 9,6,12535.0,500,0.2,4
1089*u**6 - 1782*u**3*v**2 - 3234*u**3*w**2 + 198*u**3 + 729*v**4 + 2646*v**2*w**2 - 162*v**2 + 2401*w**4 - 294*w**2 + 9,6,12535.0,500,0.15,4
1089*u**6 - 1782*u**3*v**2 - 3234*u**3*w**2 + 198*u**3 + 729*v**4 + 2646*v**2*w**2 - 162*v**2 + 2401*w**4 - 294*w**2 + 9,6,12535.0,500,0.1,4
1089*u**6 - 1782*u**3*v**2 - 3234*u**3*w**2 + 198*u**3 + 729*v**4 + 2646*v**2*w**2 - 162*v**2 + 2401*w**4 - 294*w**2 + 9,6,12535.0,750,0.25,2
1089*u**6 - 1782*u**3*v**2 - 3234*u**3*w**2 + 198*u**3 + 729*v**4 + 2646*v**2*w**2 - 162*v**2 + 2401*w**4 - 294*w**2 + 9,6,12535.0,750,0.2,2
1089*u**6 - 1782*u**3*v**2 - 3234*u**3*w**2 + 198*u**3 + 729*v**4 + 2646*v**2*w**2 - 162*v**2 + 2401*w**4 - 294*w**2 + 9,6,12535.0,750,0.1,3
1089*u**6 - 1782*u**3*v**2 - 3234*u**3*w**2 + 198*u**3 + 729*v**4 + 2646*v**2*w**2 - 162*v**2 + 2401*w**4 - 294*w**2 + 9,6,12535.0,1000,0.25,3
1089*u**6 - 1782*u**3*v**2 - 3234*u**3*w**2 + 198*u**3 + 729*v**4 + 2646*v**2*w**2 - 162*v**2 + 2401*w**4 - 294*w**2 + 9,6,12535.0,1000,0.2,5
1089*u**6 - 1782*u**3*v**2 - 3234*u**3*w**2 + 198*u**3 + 729*v**4 + 2646*v**2*w**2 - 162*v**2 + 2401*w**4 - 294*w**2 + 9,6,12535.0,1000,0.15,3
1089*u**6 - 1782*u**3*v**2 - 3234*u**3*w**2 + 198*u**3 + 729*v**4 + 2646*v**2*w**2 - 162*v**2 + 2401*w**4 - 294*w**2 + 9,6,12535.0,1000,0.1,8
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,250,0.3,1
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,250,0.25,1
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,250,0.2,2
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,250,0.15,1
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,250,0.1,3
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,500,0.3,2
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,500,0.25,2
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,500,0.2,1
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,500,0.1,1
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,750,0.25,1
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,750,0.2,2
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,750,0.1,7
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,1000,0.3,1
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,1000,0.25,3
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,1000,0.2,1
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,1000,0.15,1
144*u**4 + 504*u**2*v**2 + 456*u**2*w**3 + 72*u**2 + 441*v**4 + 798*v**2*w**3 + 126*v**2 + 361*w**6 + 114*w**3 + 9,6,3016.0,1000,0.1,1
2209*u**4 + 3854*u**2*v**3 + 846*u**2*w**3 - 376*u**2 + 1681*v**6 + 738*v**3*w**3 - 328*v**3 + 81*w**6 - 72*w**3 + 16,6,10185.0,250,0.3,3
2209*u**4 + 3854*u**2*v**3 + 846*u**2*w**3 - 376*u**2 + 1681*v**6 + 738*v**3*w**3 - 328*v**3 + 81*w**6 - 72*w**3 + 16,6,10185.0,250,0.25,2
2209*u**4 + 3854*u**2*v**3 + 846*u**2*w**3 - 376*u**2 + 1681*v**6 + 738*v**3*w**3 - 328*v**3 + 81*w**6 - 72*w**3 + 16,6,10185.0,250,0.2,2
2209*u**4 + 3854*u**2*v**3 + 846*u**2*w**3 - 376*u**2 + 1681*v**6 + 738*v**3*w**3 - 328*v**3 + 81*w**6 - 72*w**3 + 16,6,10185.0,250,0.15,3
2209*u**4 + 3854*u**2*v**3 + 846*u**2*w**3 - 376*u**2 + 1681*v**6 + 738*v**3*w**3 - 328*v**3 + 81*w**6 - 72*w**3 + 16,6,10185.0,500,0.3,2
2209*u**4 + 3854*u**2*v**3 + 846*u**2*w**3 - 376*u**2 + 1681*v**6 + 738*v**3*w**3 - 328*v**3 + 81*w**6 - 72*w**3 + 16,6,10185.0,500,0.2,3
2209*u**4 + 3854*u**2*v**3 + 846*u**2*w**3 - 376*u**2 + 1681*v**6 + 738*v**3*w**3 - 328*v**3 + 81*w**6 - 72*w**3 + 16,6,10185.0,750,0.15,3
2209*u**4 + 3854*u**2*v**3 + 846*u**2*w**3 - 376*u**2 + 1681*v**6 + 738*v**3*w**3 - 328*v**3 + 81*w**6 - 72*w**3 + 16,6,10185.0,1000,0.3,2
24*u**2 - 10*v**2 - 4*w**2 + 5,2,38.0,250,0.3,41
24*u**2 - 10*v**2 - 4*w**2 + 5,2,38.0,250,0.25,65
24*u**2 - 10*v**2 - 4*w**2 + 5,2,38.0,250,0.2,67
24*u**2 - 10*v**2 - 4*w**2 + 5,2,38.0,250,0.15,91
24*u**2 - 10*v**2 - 4*w**2 + 5,2,38.0,250,0.1,118
24*u**2 - 10*v**2 - 4*w**2 + 5,2,38.0,500,0.15,131
24*u**2 - 10*v**2 - 4*w**2 + 5,2,38.0,500,0.1,198
24*u**2 - 10*v**2 - 4*w**2 + 5,2,38.0,750,0.3,65
24*u**2 - 10*v**2 - 4*w**2 + 5,2,38.0,750,0.25,87
24*u**2 - 10*v**2 - 4*w**2 + 5,2,38.0,750,0.2,107
24*u**2 - 10*v**2 - 4*w**2 + 5,2,38.0,750,0.15,131
2500*u**6 - 2100*u**3*v**3 - 700*u**3*w**3 - 500*u**3 + 441*v**6 + 294*v**3*w**3 + 210*v**3 + 49*w**6 + 70*w**3 + 25,6,6864.0,250,0.3,2
2500*u**6 - 2100*u**3*v**3 - 700*u**3*w**3 - 500*u**3 + 441*v**6 + 294*v**3*w**3 + 210*v**3 + 49*w**6 + 70*w**3 + 25,6,6864.0,250,0.2,1
2500*u**6 - 2100*u**3*v**3 - 700*u**3*w**3 - 500*u**3 + 441*v**6 + 294*v**3*w**3 + 210*v**3 + 49*w**6 + 70*w**3 + 25,6,6864.0,250,0.15,1
2500*u**6 - 2100*u**3*v**3 - 700*u**3*w**3 - 500*u**3 + 441*v**6 + 294*v**3*w**3 + 210*v**3 + 49*w**6 + 70*w**3 + 25,6,6864.0,250,0.1,1
2500*u**6 - 2100*u**3*v**3 - 700*u**3*w**3 - 500*u**3 + 441*v**6 + 294*v**3*w**3 + 210*v**3 + 49*w**6 + 70*w**3 + 25,6,6864.0,500,0.15,1
2500*u**6 - 2100*u**3*v**3 - 700*u**3*w**3 - 500*u**3 + 441*v**6 + 294*v**3*w**3 + 210*v**3 + 49*w**6 + 70*w**3 + 25,6,6864.0,500,0.1,1
2500*u**6 - 2100*u**3*v**3 - 700*u**3*w**3 - 500*u**3 + 441*v**6 + 294*v**3*w**3 + 210*v**3 + 49*w**6 + 70*w**3 + 25,6,6864.0,750,0.3,1
2500*u**6 - 2100*u**3*v**3 - 700*u**3*w**3 - 500*u**3 + 441*v**6 + 294*v**3*w**3 + 210*v**3 + 49*w**6 + 70*w**3 + 25,6,6864.0,750,0.25,1
2500*u**6 - 2100*u**3*v**3 - 700*u**3*w**3 - 500*u**3 + 441*v**6 + 294*v**3*w**3 + 210*v**3 + 49*w**6 + 70*w**3 + 25,6,6864.0,750,0.15,1
2500*u**6 - 2100*u**3*v**3 - 700*u**3*w**3 - 500*u**3 + 441*v**6 + 294*v**3*w**3 + 210*v**3 + 49*w**6 + 70*w**3 + 25,6,6864.0,1000,0.25,2
2500*u**6 - 2100*u**3*v**3 - 700*u**3*w**3 - 500*u**3 + 441*v**6 + 294*v**3*w**3 + 210*v**3 + 49*w**6 + 70*w**3 + 25,6,6864.0,1000,0.2,3
2500*u**6 - 2100*u**3*v**3 - 700*u**3*w**3 - 500*u**3 + 441*v**6 + 294*v**3*w**3 + 210*v**3 + 49*w**6 + 70*w**3 + 25,6,6864.0,1000,0.15,1
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,250,0.3,91
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,250,0.25,80
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,250,0.2,106
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,250,0.15,135
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,250,0.1,147
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,500,0.3,130
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,500,0.2,176
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,500,0.15,175
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,500,0.1,243
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,750,0.3,190
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,750,0.25,197
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,750,0.2,225
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,750,0.15,278
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,750,0.1,342
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,1000,0.25,263
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,1000,0.2,287
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,1000,0.15,346
37*u**3 + 48*v**2 - 34*w**3 + 1,3,119.0,1000,0.1,431
1681*u**6 + 328*u**3*v**2 + 1394*u**3*w**2 - 246*u**3 + 16*v**4 + 136*v**2*w**2 - 24*v**2 + 289*w**4 - 102*w**2 + 9,6,4216.0,250,0.25,2
1681*u**6 + 328*u**3*v**2 + 1394*u**3*w**2 - 246*u**3 + 16*v**4 + 136*v**2*w**2 - 24*v**2 + 289*w**4 - 102*w**2 + 9,6,4216.0,250,0.2,3
1681*u**6 + 328*u**3*v**2 + 1394*u**3*w**2 - 246*u**3 + 16*v**4 + 136*v**2*w**2 - 24*v**2 + 289*w**4 - 102*w**2 + 9,6,4216.0,250,0.15,3
1681*u**6 + 328*u**3*v**2 + 1394*u**3*w**2 - 246*u**3 + 16*v**4 + 136*v**2*w**2 - 24*v**2 + 289*w**4 - 102*w**2 + 9,6,4216.0,500,0.3,1
1681*u**6 + 328*u**3*v**2 + 1394*u**3*w**2 - 246*u**3 + 16*v**4 + 136*v**2*w**2 - 24*v**2 + 289*w**4 - 102*w**2 + 9,6,4216.0,500,0.2,1
1681*u**6 + 328*u**3*v**2 + 1394*u**3*w**2 - 246*u**3 + 16*v**4 + 136*v**2*w**2 - 24*v**2 + 289*w**4 - 102*w**2 + 9,6,4216.0,500,0.1,2
1681*u**6 + 328*u**3*v**2 + 1394*u**3*w**2 - 246*u**3 + 16*v**4 + 136*v**2*w**2 - 24*v**2 + 289*w**4 - 102*w**2 + 9,6,4216.0,750,0.3,1
1681*u**6 + 328*u**3*v**2 + 1394*u**3*w**2 - 246*u**3 + 16*v**4 + 136*v**2*w**2 - 24*v**2 + 289*w**4 - 102*w**2 + 9,6,4216.0,750,0.15,3
1681*u**6 + 328*u**3*v**2 + 1394*u**3*w**2 - 246*u**3 + 16*v**4 + 136*v**2*w**2 - 24*v**2 + 289*w**4 - 102*w**2 + 9,6,4216.0,1000,0.3,3
1681*u**6 + 328*u**3*v**2 + 1394*u**3*w**2 - 246*u**3 + 16*v**4 + 136*v**2*w**2 - 24*v**2 + 289*w**4 - 102*w**2 + 9,6,4216.0,1000,0.25,3
1681*u**6 + 328*u**3*v**2 + 1394*u**3*w**2 - 246*u**3 + 16*v**4 + 136*v**2*w**2 - 24*v**2 + 289*w**4 - 102*w**2 + 9,6,4216.0,1000,0.2,3
1681*u**6 + 328*u**3*v**2 + 1394*u**3*w**2 - 246*u**3 + 16*v**4 + 136*v**2*w**2 - 24*v**2 + 289*w**4 - 102*w**2 + 9,6,4216.0,1000,0.1,3
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,250,0.3,44
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,250,0.25,43
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,250,0.2,61
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,250,0.15,64
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,250,0.1,82
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,500,0.3,55
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,500,0.25,63
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,500,0.2,74
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,500,0.15,109
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,500,0.1,126
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,750,0.3,92
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,750,0.25,85
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,750,0.2,115
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,750,0.15,123
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,750,0.1,176
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,1000,0.3,106
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,1000,0.25,119
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,1000,0.2,127
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,1000,0.15,145
41*u**3 + 16*v**3 - 6*w**2 - 3,3,63.0,1000,0.1,211
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,250,0.3,223
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,250,0.25,232
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,250,0.2,229
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,250,0.1,244
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,500,0.3,423
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,500,0.25,414
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,500,0.2,448
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,500,0.15,456
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,500,0.1,479
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,750,0.3,611
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,750,0.25,630
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,750,0.2,630
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,750,0.15,666
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,750,0.1,699
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,1000,0.3,759
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,1000,0.25,800
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,1000,0.2,839
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,1000,0.15,880
43*u**2 + 13*v**2 - 3*w**3 + 5,3,59.0,1000,0.1,922
2304*u**4 + 3840*u**2*v**3 - 3456*u**2*w**3 - 96*u**2 + 1600*v**6 - 2880*v**3*w**3 - 80*v**3 + 1296*w**6 + 72*w**3 + 1,6,15624.0,250,0.3,3
2304*u**4 + 3840*u**2*v**3 - 3456*u**2*w**3 - 96*u**2 + 1600*v**6 - 2880*v**3*w**3 - 80*v**3 + 1296*w**6 + 72*w**3 + 1,6,15624.0,250,0.25,2
2304*u**4 + 3840*u**2*v**3 - 3456*u**2*w**3 - 96*u**2 + 1600*v**6 - 2880*v**3*w**3 - 80*v**3 + 1296*w**6 + 72*w**3 + 1,6,15624.0,250,0.2,2
2304*u**4 + 3840*u**2*v**3 - 3456*u**2*w**3 - 96*u**2 + 1600*v**6 - 2880*v**3*w**3 - 80*v**3 + 1296*w**6 + 72*w**3 + 1,6,15624.0,250,0.15,1
2304*u**4 + 3840*u**2*v**3 - 3456*u**2*w**3 - 96*u**2 + 1600*v**6 - 2880*v**3*w**3 - 80*v**3 + 1296*w**6 + 72*w**3 + 1,6,15624.0,250,0.1,1
2304*u**4 + 3840*u**2*v**3 - 3456*u**2*w**3 - 96*u**2 + 1600*v**6 - 2880*v**3*w**3 - 80*v**3 + 1296*w**6 + 72*w**3 + 1,6,15624.0,500,0.15,3
2304*u**4 + 3840*u**2*v**3 - 3456*u**2*w**3 - 96*u**2 + 1600*v**6 - 2880*v**3*w**3 - 80*v**3 + 1296*w**6 + 72*w**3 + 1,6,15624.0,500,0.1,3
